,Account,Compound Score,DateTime,Negativity Score,Neutral Score,Positivity Score,Text
418,nytimes,0.6908,Mon Apr 09 13:45:05 +0000 2018,0.0,0.678,0.322,"Tony Robbins, a life coach, apologized for saying women use #MeToo to gain ""significance"" https://t.co/ZEc5Hy3QpS"
419,nytimes,0.0,Mon Apr 09 13:30:07 +0000 2018,0.0,1.0,0.0,"RT @PatrickKingsley: What would happen if a far-right leader cemented power in a western state? In Viktor Orban's Hungary, it's already hap…"
420,nytimes,0.0,Mon Apr 09 13:20:05 +0000 2018,0.0,1.0,0.0,Video: Did these women see #MeToo coming? https://t.co/NXZ3mPD44F
421,nytimes,-0.4404,Mon Apr 09 13:11:10 +0000 2018,0.206,0.687,0.107,"Friends of the art collector who died in a fire at Trump Tower said he had been trying to move since the election,… https://t.co/AADoOZvj7r"
422,nytimes,0.0,Mon Apr 09 13:00:27 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/z6zdDPxTPo https://t.co/fsmzE3skCk
423,nytimes,0.0,Mon Apr 09 12:44:06 +0000 2018,0.0,1.0,0.0,The post-campaign campaign of Donald Trump https://t.co/EFmeLFLJgX https://t.co/nwpMojrmlE
424,nytimes,-0.1027,Mon Apr 09 12:30:04 +0000 2018,0.062,0.938,0.0,"When women have their first child between age 25 and 35, their pay never recovers, relative to that of their husban… https://t.co/68e886x9kv"
425,nytimes,-0.7717,Mon Apr 09 12:14:03 +0000 2018,0.295,0.705,0.0,European leaders' biggest fear may be that President Trump's belligerent approach to trade will destroy the postwar… https://t.co/tjShh80JUo
426,nytimes,0.0258,Mon Apr 09 11:45:04 +0000 2018,0.139,0.717,0.143,"Caring for migrants and the poor is equally as holy a pursuit as opposing abortion, Pope Francis declared https://t.co/vpN7G3cWgs"
427,nytimes,-0.6124,Mon Apr 09 11:30:06 +0000 2018,0.257,0.672,0.071,"RT @TheSteinLine: For the second straight season, one seriously sprained knee forced the Warriors to make the unkindest of roster cuts. My…"
428,nytimes,-0.3818,Mon Apr 09 11:14:03 +0000 2018,0.223,0.625,0.152,"After a suspected chemical attack in Syria, President Trump said Iran and Russia were responsible for backing ""Anim… https://t.co/PYq05VxVKa"
429,nytimes,0.0516,Mon Apr 09 11:00:13 +0000 2018,0.09,0.81,0.1,"""At a certain point, you just have to do something,"" said a bookseller in Berlin who helped organize protests again… https://t.co/KRDuQhzKMH"
430,nytimes,-0.1531,Mon Apr 09 10:44:06 +0000 2018,0.074,0.926,0.0,Their data was swept up for Cambridge Analytica. Some of the first known affected Facebook users to be publicly ide… https://t.co/c3xhGEDI7r
431,nytimes,0.4588,Mon Apr 09 10:31:06 +0000 2018,0.0,0.84,0.16,"RT @nytimesworld: “We don’t want migrants to come to Hungary,” said an army reservist who voted for Viktor Orban’s party. “They are unwilli…"
432,nytimes,-0.7717,Mon Apr 09 10:17:02 +0000 2018,0.325,0.675,0.0,Six men suspected of plotting a possible attack on the Berlin half-marathon on Sunday were detained by the police https://t.co/kYJl4HlJs6
433,nytimes,0.0,Mon Apr 09 10:07:07 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/RNNICDJiOs https://t.co/fTtErIRrGA
434,nytimes,0.2732,Mon Apr 09 10:00:19 +0000 2018,0.0,0.9,0.1,"As marijuana use has increased, ER doctors say they've been seeing a steady flow of patients with the telltale symp… https://t.co/7auDlDfWBv"
435,nytimes,-0.6597,Mon Apr 09 09:44:01 +0000 2018,0.252,0.748,0.0,Syria and Russia blamed Israel for early morning airstrikes on a Syrian military base that a conflict monitoring gr… https://t.co/GtFjYhkZ8d
436,nytimes,-0.7003,Mon Apr 09 09:29:01 +0000 2018,0.266,0.734,0.0,"The reported chemical attack in Syria seems to have squeezed President Trump between conflicting impulses, and rais… https://t.co/mRlcTrwBJA"
437,nytimes,0.5267,Mon Apr 09 09:16:04 +0000 2018,0.0,0.815,0.185,"Viktor Orban, who has set about transforming Hungary from a vibrant democracy into a semi-autocratic state, appeare… https://t.co/Vx2IWPCgzc"
438,nytimes,0.2776,Mon Apr 09 08:59:04 +0000 2018,0.064,0.823,0.113,"Modern Love: ""I’m not sure it’s possible to justify my liaisons with married men, but what I learned from having th… https://t.co/PJh6QfzZ26"
439,nytimes,0.4215,Mon Apr 09 08:46:02 +0000 2018,0.0,0.872,0.128,North Korea has told the United States that Kim Jong-un is willing to discuss denuclearization of the Korean Penins… https://t.co/B5jGai0g4G
440,nytimes,0.0258,Mon Apr 09 08:31:05 +0000 2018,0.0,0.939,0.061,Many people taking antidepressants are saying they cannot quit because of withdrawal symptoms they were never warne… https://t.co/CeaWbLe2qw
441,nytimes,-0.34,Mon Apr 09 08:16:06 +0000 2018,0.149,0.766,0.086,Consumer groups said YouTube failed to comply with a federal law that requires companies to obtain consent from par… https://t.co/prqzE2SYC7
442,nytimes,0.4215,Mon Apr 09 07:59:03 +0000 2018,0.0,0.859,0.141,Jeff Sessions appointed a United States attorney to handle document production for an inquiry into the FBI's handli… https://t.co/wlGVcDXzjw
443,nytimes,0.0,Mon Apr 09 07:44:04 +0000 2018,0.0,1.0,0.0,"RT @nytimesworld: Jörg Braunsdorf will order books from some right-wing publishers at the request of customers at his Berlin bookstore, but…"
444,nytimes,-0.25,Mon Apr 09 07:30:15 +0000 2018,0.182,0.818,0.0,"Sri Reddy, an Indian actress, staged a topless #MeToo protest https://t.co/NUrkj4zdMZ"
445,nytimes,0.2732,Mon Apr 09 07:21:00 +0000 2018,0.0,0.9,0.1,"As marijuana use has increased, ER doctors say they've been seeing a steady flow of patients with the telltale symp… https://t.co/cRx05Eb2fu"
446,nytimes,-0.5859,Mon Apr 09 07:04:56 +0000 2018,0.286,0.714,0.0,A look at some of the major episodes of suspected chemical attacks in Syria https://t.co/n6YplhtWrB
447,nytimes,0.2732,Mon Apr 09 06:48:38 +0000 2018,0.0,0.826,0.174,Here's how to start a fitness routine – and stick to it https://t.co/WvY6hDtVYB
448,nytimes,0.0,Mon Apr 09 06:32:05 +0000 2018,0.0,1.0,0.0,RT @gabrieldance: we’ve talked with cambridge analytica. we’ve talked w chris wylie. we’ve talked with kogan about his infamous app. we’ve…
449,nytimes,0.6124,Mon Apr 09 06:09:41 +0000 2018,0.0,0.792,0.208,"Is the doctor in? In this new medical age of urgent care centers and retail clinics, that’s not a simple question. https://t.co/AyGCxjbUTp"
450,nytimes,-0.5574,Mon Apr 09 05:51:57 +0000 2018,0.315,0.55,0.135,15 Lives Devoted to Hockey: A Look at Who Died in a Crash in Canada https://t.co/FHzwWleWQ6
451,nytimes,0.3612,Mon Apr 09 05:41:01 +0000 2018,0.117,0.675,0.209,"Justice Dept., Pressured by Trump, Seeks to Speed Response to Congressional Inquiry https://t.co/khY6xcbzcN"
452,nytimes,0.5994,Mon Apr 09 05:38:46 +0000 2018,0.0,0.754,0.246,"Have a craving for craving for deep, dark pools of warm chocolate, sweet pecans and fragrant coconut? https://t.co/6J9sNLn1pS"
453,nytimes,0.2732,Mon Apr 09 05:22:17 +0000 2018,0.0,0.826,0.174,Here's how to start a fitness routine – and stick to it https://t.co/4w3uf4LhhZ
454,nytimes,-0.1027,Mon Apr 09 05:04:14 +0000 2018,0.188,0.68,0.132,"Michigan will stop providing free bottled water to the city of Flint. City officials criticized the move, noting th… https://t.co/FKlz64hQeR"
455,nytimes,0.0258,Mon Apr 09 04:46:38 +0000 2018,0.0,0.939,0.061,Many people taking antidepressants are saying they cannot quit because of withdrawal symptoms they were never warne… https://t.co/2qZnmp8U21
456,nytimes,-0.2263,Mon Apr 09 04:29:11 +0000 2018,0.113,0.821,0.067,"Once you immerse yourself in the tasty, convenient world of sheet-pan suppers, you won’t want to stop https://t.co/Zfz56ScoJu"
457,nytimes,-0.1531,Mon Apr 09 04:12:01 +0000 2018,0.074,0.926,0.0,Their data was swept up for Cambridge Analytica. Some of the first known affected Facebook users to be publicly ide… https://t.co/TPOpwz0ypP
458,nytimes,0.0,Mon Apr 09 03:52:37 +0000 2018,0.0,1.0,0.0,"For Luigi Di Maio, It’s Now or Never to Lead Italy. Unless It’s Later. https://t.co/z7ZQwMG4sB"
459,nytimes,0.0,Mon Apr 09 03:48:06 +0000 2018,0.0,1.0,0.0,"NYT journalists scoured old Islamic State offices in Iraq, gathering over 15,000 pages of internal records abandone… https://t.co/ITQZbJsbmK"
460,nytimes,0.3254,Mon Apr 09 03:30:11 +0000 2018,0.0,0.896,0.104,RT @AllMattNYT: SCOOP: “You are the product” — @NYTimes found Facebook users whose data was harvested by Cambridge Analytica. They are the…
461,nytimes,-0.4404,Mon Apr 09 03:22:03 +0000 2018,0.26,0.606,0.134,Friends of Todd Brassner remember the man who died in a fire at Trump Tower on Saturday https://t.co/69sA8IQbf8
462,nytimes,0.4019,Mon Apr 09 03:09:28 +0000 2018,0.0,0.748,0.252,Pyongyang Welcomes Hundreds of Foreigners for Yearly Marathon https://t.co/HA0Qam6afq
463,nytimes,0.6124,Mon Apr 09 03:02:57 +0000 2018,0.0,0.792,0.208,"Is the doctor in? In this new medical age of urgent care centers and retail clinics, that’s not a simple question. https://t.co/zas6Z1fKBR"
464,nytimes,-0.6908,Mon Apr 09 02:45:12 +0000 2018,0.207,0.793,0.0,The tiny elevator in a Brooklyn housing project will forever be tainted by the murder of a 6-year-old inside nearly… https://t.co/EyJA7ZTETJ
465,nytimes,0.0,Mon Apr 09 02:26:53 +0000 2018,0.0,1.0,0.0,"South Carolina's former first lady, Jenny Sanford, wasn’t looking to remarry after her high-profile divorce, until… https://t.co/VoB54wj2x8"
466,nytimes,0.2776,Mon Apr 09 02:07:29 +0000 2018,0.064,0.823,0.113,"Modern Love: ""I’m not sure it’s possible to justify my liaisons with married men, but what I learned from having th… https://t.co/m9V38iZ3hx"
467,nytimes,0.4215,Mon Apr 09 01:51:57 +0000 2018,0.0,0.797,0.203,Review: ‘Mean Girls’ Sets the Perils of Being Popular to Song https://t.co/ocyCL7g1JL
468,nytimes,-0.1027,Mon Apr 09 01:39:49 +0000 2018,0.188,0.68,0.132,"Michigan will stop providing free bottled water to the city of Flint. City officials criticized the move, noting th… https://t.co/EdAuT0cJyH"
469,nytimes,0.0258,Mon Apr 09 01:20:33 +0000 2018,0.0,0.939,0.061,Many people taking antidepressants are saying they cannot quit because of withdrawal symptoms they were never warne… https://t.co/vBtDudBwF9
470,nytimes,0.34,Mon Apr 09 01:03:51 +0000 2018,0.0,0.821,0.179,North Korea Said to Offer Direct Assurance It Will Discuss Denuclearization https://t.co/OB39Xfk3wD
471,nytimes,0.7351,Mon Apr 09 00:57:20 +0000 2018,0.0,0.725,0.275,The snow monkeys of Japan like a nice warm bath. Scientists wanted to find out the real reason they sought out the… https://t.co/Wg61NYzLII
472,nytimes,-0.6124,Mon Apr 09 00:43:09 +0000 2018,0.267,0.733,0.0,A Town That Lives for Hockey Is Devastated by Humboldt Broncos’ Deaths https://t.co/fkUbNvxLpe
473,nytimes,0.4215,Mon Apr 09 00:40:49 +0000 2018,0.0,0.865,0.135,"Facebook's advice to Mark Zuckerberg as he prepares to appear before Congress: Be humble, agreeable and as forthrig… https://t.co/vqSgPJGcqe"
474,nytimes,0.0,Mon Apr 09 00:22:55 +0000 2018,0.0,1.0,0.0,Paleontologists have discovered dozens of jumbo-size footprints belonging to dinosaurs that lived 170 million years… https://t.co/AciKlSwvNA
475,nytimes,0.4215,Mon Apr 09 00:04:17 +0000 2018,0.0,0.865,0.135,"Facebook's advice to Mark Zuckerberg as he prepares to appear before Congress: Be humble, agreeable and as forthrig… https://t.co/dbYIfSGCCM"
476,nytimes,-0.8779,Sun Apr 08 23:47:19 +0000 2018,0.336,0.664,0.0,"He killed a Red Cross worker, and the motive is still a mystery: ""I will go to hell for what I did"" https://t.co/6pCS8rSFVJ"
477,nytimes,-0.128,Sun Apr 08 23:31:12 +0000 2018,0.158,0.842,0.0,A Tough Task for Facebook: European-Type Privacy for All https://t.co/fWLrndUdXa
478,nytimes,-0.3612,Sun Apr 08 23:14:04 +0000 2018,0.185,0.815,0.0,"Profile: Circe, a Vilified Witch From Classical Mythology, Gets Her Own Epic https://t.co/6aZoqsc21e"
479,nytimes,0.5719,Sun Apr 08 23:02:44 +0000 2018,0.0,0.709,0.291,"Orban Wins Sweeping Majority, and Control of Hungary’s Constitution https://t.co/c9kT44hYLI"
480,nytimes,0.5719,Sun Apr 08 22:59:45 +0000 2018,0.0,0.684,0.316,Patrick Reed Wins the Masters in a Breakthrough Performance https://t.co/Ftp0PBbgRt
481,nytimes,0.6597,Sun Apr 08 22:42:34 +0000 2018,0.0,0.769,0.231,"""My parents don’t want to just throw money around now. I’m getting a great education at a fraction of the cost."" https://t.co/D0m6zXCvok"
482,nytimes,0.8591,Sun Apr 08 22:25:23 +0000 2018,0.0,0.578,0.422,Com Journal: East Timor Has Some of the World’s Richest Reefs. Can It Profit Safely? https://t.co/PcTmSWxSWh
483,nytimes,0.7964,Sun Apr 08 22:23:21 +0000 2018,0.0,0.458,0.542,A dressing (or dip) that’s easy to love https://t.co/Tgd2Tm6dxc
484,nytimes,-0.1779,Sun Apr 08 22:05:41 +0000 2018,0.159,0.841,0.0,Oh for the Days of the Making-Of Featurette — Seriously https://t.co/5arbjPZTdI
485,nytimes,-0.6124,Sun Apr 08 21:59:47 +0000 2018,0.357,0.643,0.0,Deutsche Bank Replaces C.E.O. Amid Losses and Lack of Direction https://t.co/JlnPWBzntE
486,nytimes,0.7579,Sun Apr 08 21:57:02 +0000 2018,0.0,0.772,0.228,"RT @nerdishtendency: You can see the joy in movement in my first story for @nytimes, a look at a party where musicians and dancers get toge…"
487,nytimes,-0.1779,Sun Apr 08 21:42:00 +0000 2018,0.195,0.637,0.167,"""President Xi and I will always be friends, no matter what happens with our dispute on trade,” President Trump twee… https://t.co/dAvlL6seAK"
488,nytimes,0.0,Sun Apr 08 21:27:06 +0000 2018,0.0,1.0,0.0,The Denver Post is in open revolt against its owner https://t.co/Lw62YzaCPk
489,nytimes,-0.1531,Sun Apr 08 21:19:46 +0000 2018,0.187,0.659,0.154,"Common Sense: With Tesla in a Danger Zone, Can Model 3 Carry It to Safety? https://t.co/KjYFEtsMgv"
490,nytimes,0.3612,Sun Apr 08 21:12:07 +0000 2018,0.079,0.753,0.168,"RT @brooksbarnesNYT: ‘A Quiet Place’ Is a Huge No. 1 at the Box Office, Boosting Paramount ... At $50M twice what was expected and, out of…"
491,nytimes,-0.7717,Sun Apr 08 21:11:54 +0000 2018,0.427,0.573,0.0,"Amid Fears of Trade War, Trump Predicts China Will Relent https://t.co/uWmmVeLe4h"
492,nytimes,0.0,Sun Apr 08 20:57:02 +0000 2018,0.0,1.0,0.0,Gov. Rick Scott of Florida is expected to announce on Monday that he's running for the U.S. Senate against Bill Nel… https://t.co/yFympY459r
493,nytimes,-0.2023,Sun Apr 08 20:42:07 +0000 2018,0.118,0.802,0.08,"For many women in the 5 boroughs of New York, training is a gateway into the world of competitive fighting https://t.co/6VsTR5Gp1I"
494,nytimes,0.34,Sun Apr 08 20:27:01 +0000 2018,0.0,0.893,0.107,"RT @nytimesarts: A trove of paintings, mementoes from the film ""Gladiator,"" prop horses, guitars, diamond rings and costumes went up for au…"
495,nytimes,0.2732,Sun Apr 08 20:11:02 +0000 2018,0.0,0.826,0.174,Here's how to start a fitness routine – and stick to it https://t.co/d8GMnfw7rF
496,nytimes,0.5256,Sun Apr 08 19:56:07 +0000 2018,0.0,0.825,0.175,"""Facebook has got to start treating influencers with more respect. These people need to make a living."" https://t.co/PYdR7TbN5U"
497,nytimes,0.0,Sun Apr 08 19:41:05 +0000 2018,0.0,1.0,0.0,"Charlie Brown, Snoopy and the rest of the Peanuts gang are part of a new public art project in cities around the wo… https://t.co/WcKvqpJTxt"
498,nytimes,0.4069,Sun Apr 08 19:26:01 +0000 2018,0.121,0.732,0.146,"""I will do my best to see to it that I never am this ignorant again,"" said a teenager who was sentenced to read boo… https://t.co/qFtGzcqw0z"
499,nytimes,-0.2023,Sun Apr 08 19:11:32 +0000 2018,0.112,0.808,0.081,RT @cdcaron: It has been nearly five years since the Syrian government agreed to purge its chemical weapons stockpile. But the chemical war…
